id,filename,alloy,pass,level
Cu_01Cr_01Zr_pass1_1,DataECAP/Cu_01Cr_01Zr/pass1/disangles1.txt,Cu_01Cr_01Zr,1,1
Cu_01Cr_01Zr_pass1_2,DataECAP/Cu_01Cr_01Zr/pass1/disangles2.txt,Cu_01Cr_01Zr,1,2
Cu_01Cr_01Zr_pass1_3,DataECAP/Cu_01Cr_01Zr/pass1/disangles3.txt,Cu_01Cr_01Zr,1,3
Cu_01Cr_01Zr_pass1_4,DataECAP/Cu_01Cr_01Zr/pass1/disangles4.txt,Cu_01Cr_01Zr,1,4
Cu_01Cr_01Zr_pass1_5,DataECAP/Cu_01Cr_01Zr/pass1/disangles5.txt,Cu_01Cr_01Zr,1,5
Cu_01Cr_01Zr_pass1_6,DataECAP/Cu_01Cr_01Zr/pass1/disangles6.txt,Cu_01Cr_01Zr,1,6
Cu_01Cr_01Zr_pass1_7,DataECAP/Cu_01Cr_01Zr/pass1/disangles7.txt,Cu_01Cr_01Zr,1,7
Cu_01Cr_01Zr_pass1_8,DataECAP/Cu_01Cr_01Zr/pass1/disangles8.txt,Cu_01Cr_01Zr,1,8
Cu_01Cr_01Zr_pass1_9,DataECAP/Cu_01Cr_01Zr/pass1/disangles9.txt,Cu_01Cr_01Zr,1,9
Cu_01Cr_01Zr_pass1_10,DataECAP/Cu_01Cr_01Zr/pass1/disangles10.txt,Cu_01Cr_01Zr,1,10
Cu_01Cr_01Zr_pass1_11,DataECAP/Cu_01Cr_01Zr/pass1/disangles11.txt,Cu_01Cr_01Zr,1,11
Cu_01Cr_01Zr_pass1_12,DataECAP/Cu_01Cr_01Zr/pass1/disangles12.txt,Cu_01Cr_01Zr,1,12
Cu_01Cr_01Zr_pass1_13,DataECAP/Cu_01Cr_01Zr/pass1/disangles13.txt,Cu_01Cr_01Zr,1,13
Cu_01Cr_01Zr_pass1_14,DataECAP/Cu_01Cr_01Zr/pass1/disangles14.txt,Cu_01Cr_01Zr,1,14
Cu_01Cr_01Zr_pass1_15,DataECAP/Cu_01Cr_01Zr/pass1/disangles15.txt,Cu_01Cr_01Zr,1,15
Cu_01Cr_01Zr_pass1_16,DataECAP/Cu_01Cr_01Zr/pass1/disangles16.txt,Cu_01Cr_01Zr,1,16
Cu_01Cr_01Zr_pass1_17,DataECAP/Cu_01Cr_01Zr/pass1/disangles17.txt,Cu_01Cr_01Zr,1,17
Cu_01Cr_01Zr_pass1_18,DataECAP/Cu_01Cr_01Zr/pass1/disangles18.txt,Cu_01Cr_01Zr,1,18
Cu_01Cr_01Zr_pass1_19,DataECAP/Cu_01Cr_01Zr/pass1/disangles19.txt,Cu_01Cr_01Zr,1,19
Cu_01Cr_01Zr_pass1_20,DataECAP/Cu_01Cr_01Zr/pass1/disangles20.txt,Cu_01Cr_01Zr,1,20
Cu_01Cr_01Zr_pass4_1,DataECAP/Cu_01Cr_01Zr/pass4/disangles1.txt,Cu_01Cr_01Zr,4,1
Cu_01Cr_01Zr_pass4_2,DataECAP/Cu_01Cr_01Zr/pass4/disangles2.txt,Cu_01Cr_01Zr,4,2
Cu_01Cr_01Zr_pass4_3,DataECAP/Cu_01Cr_01Zr/pass4/disangles3.txt,Cu_01Cr_01Zr,4,3
Cu_01Cr_01Zr_pass4_4,DataECAP/Cu_01Cr_01Zr/pass4/disangles4.txt,Cu_01Cr_01Zr,4,4
Cu_01Cr_01Zr_pass4_5,DataECAP/Cu_01Cr_01Zr/pass4/disangles5.txt,Cu_01Cr_01Zr,4,5
Cu_01Cr_01Zr_pass4_6,DataECAP/Cu_01Cr_01Zr/pass4/disangles6.txt,Cu_01Cr_01Zr,4,6
Cu_01Cr_01Zr_pass4_7,DataECAP/Cu_01Cr_01Zr/pass4/disangles7.txt,Cu_01Cr_01Zr,4,7
Cu_01Cr_01Zr_pass4_8,DataECAP/Cu_01Cr_01Zr/pass4/disangles8.txt,Cu_01Cr_01Zr,4,8
Cu_01Cr_01Zr_pass4_9,DataECAP/Cu_01Cr_01Zr/pass4/disangles9.txt,Cu_01Cr_01Zr,4,9
Cu_01Cr_01Zr_pass4_10,DataECAP/Cu_01Cr_01Zr/pass4/disangles10.txt,Cu_01Cr_01Zr,4,10
Cu_01Cr_01Zr_pass4_11,DataECAP/Cu_01Cr_01Zr/pass4/disangles11.txt,Cu_01Cr_01Zr,4,11
Cu_01Cr_01Zr_pass4_12,DataECAP/Cu_01Cr_01Zr/pass4/disangles12.txt,Cu_01Cr_01Zr,4,12
Cu_01Cr_01Zr_pass4_13,DataECAP/Cu_01Cr_01Zr/pass4/disangles13.txt,Cu_01Cr_01Zr,4,13
Cu_01Cr_01Zr_pass4_14,DataECAP/Cu_01Cr_01Zr/pass4/disangles14.txt,Cu_01Cr_01Zr,4,14
Cu_01Cr_01Zr_pass4_15,DataECAP/Cu_01Cr_01Zr/pass4/disangles15.txt,Cu_01Cr_01Zr,4,15
Cu_01Cr_01Zr_pass4_16,DataECAP/Cu_01Cr_01Zr/pass4/disangles16.txt,Cu_01Cr_01Zr,4,16
Cu_01Cr_01Zr_pass4_17,DataECAP/Cu_01Cr_01Zr/pass4/disangles17.txt,Cu_01Cr_01Zr,4,17
Cu_01Cr_01Zr_pass4_18,DataECAP/Cu_01Cr_01Zr/pass4/disangles18.txt,Cu_01Cr_01Zr,4,18
Cu_01Cr_01Zr_pass4_19,DataECAP/Cu_01Cr_01Zr/pass4/disangles19.txt,Cu_01Cr_01Zr,4,19
Cu_01Cr_01Zr_pass4_20,DataECAP/Cu_01Cr_01Zr/pass4/disangles20.txt,Cu_01Cr_01Zr,4,20
Cu_01Cr_01Zr_pass8_1,DataECAP/Cu_01Cr_01Zr/pass8/disangles1.txt,Cu_01Cr_01Zr,8,1
Cu_01Cr_01Zr_pass8_2,DataECAP/Cu_01Cr_01Zr/pass8/disangles2.txt,Cu_01Cr_01Zr,8,2
Cu_01Cr_01Zr_pass8_3,DataECAP/Cu_01Cr_01Zr/pass8/disangles3.txt,Cu_01Cr_01Zr,8,3
Cu_01Cr_01Zr_pass8_4,DataECAP/Cu_01Cr_01Zr/pass8/disangles4.txt,Cu_01Cr_01Zr,8,4
Cu_01Cr_01Zr_pass8_5,DataECAP/Cu_01Cr_01Zr/pass8/disangles5.txt,Cu_01Cr_01Zr,8,5
Cu_01Cr_01Zr_pass8_6,DataECAP/Cu_01Cr_01Zr/pass8/disangles6.txt,Cu_01Cr_01Zr,8,6
Cu_01Cr_01Zr_pass8_7,DataECAP/Cu_01Cr_01Zr/pass8/disangles7.txt,Cu_01Cr_01Zr,8,7
Cu_01Cr_01Zr_pass8_8,DataECAP/Cu_01Cr_01Zr/pass8/disangles8.txt,Cu_01Cr_01Zr,8,8
Cu_01Cr_01Zr_pass8_9,DataECAP/Cu_01Cr_01Zr/pass8/disangles9.txt,Cu_01Cr_01Zr,8,9
Cu_01Cr_01Zr_pass8_10,DataECAP/Cu_01Cr_01Zr/pass8/disangles10.txt,Cu_01Cr_01Zr,8,10
Cu_01Cr_01Zr_pass8_11,DataECAP/Cu_01Cr_01Zr/pass8/disangles11.txt,Cu_01Cr_01Zr,8,11
Cu_01Cr_01Zr_pass8_12,DataECAP/Cu_01Cr_01Zr/pass8/disangles12.txt,Cu_01Cr_01Zr,8,12
Cu_01Cr_01Zr_pass8_13,DataECAP/Cu_01Cr_01Zr/pass8/disangles13.txt,Cu_01Cr_01Zr,8,13
Cu_01Cr_01Zr_pass8_14,DataECAP/Cu_01Cr_01Zr/pass8/disangles14.txt,Cu_01Cr_01Zr,8,14
Cu_01Cr_01Zr_pass8_15,DataECAP/Cu_01Cr_01Zr/pass8/disangles15.txt,Cu_01Cr_01Zr,8,15
Cu_01Cr_01Zr_pass8_16,DataECAP/Cu_01Cr_01Zr/pass8/disangles16.txt,Cu_01Cr_01Zr,8,16
Cu_01Cr_01Zr_pass8_17,DataECAP/Cu_01Cr_01Zr/pass8/disangles17.txt,Cu_01Cr_01Zr,8,17
Cu_01Cr_01Zr_pass8_18,DataECAP/Cu_01Cr_01Zr/pass8/disangles18.txt,Cu_01Cr_01Zr,8,18
Cu_01Cr_01Zr_pass8_19,DataECAP/Cu_01Cr_01Zr/pass8/disangles19.txt,Cu_01Cr_01Zr,8,19
Cu_01Cr_01Zr_pass8_20,DataECAP/Cu_01Cr_01Zr/pass8/disangles20.txt,Cu_01Cr_01Zr,8,20
Cu_01Cr_01Zr_005Y_pass1_1,DataECAP/Cu_01Cr_01Zr_005Y/pass1/disangles1.txt,Cu_01Cr_01Zr_005Y,1,1
Cu_01Cr_01Zr_005Y_pass1_2,DataECAP/Cu_01Cr_01Zr_005Y/pass1/disangles2.txt,Cu_01Cr_01Zr_005Y,1,2
Cu_01Cr_01Zr_005Y_pass1_3,DataECAP/Cu_01Cr_01Zr_005Y/pass1/disangles3.txt,Cu_01Cr_01Zr_005Y,1,3
Cu_01Cr_01Zr_005Y_pass1_4,DataECAP/Cu_01Cr_01Zr_005Y/pass1/disangles4.txt,Cu_01Cr_01Zr_005Y,1,4
Cu_01Cr_01Zr_005Y_pass1_5,DataECAP/Cu_01Cr_01Zr_005Y/pass1/disangles5.txt,Cu_01Cr_01Zr_005Y,1,5
Cu_01Cr_01Zr_005Y_pass1_6,DataECAP/Cu_01Cr_01Zr_005Y/pass1/disangles6.txt,Cu_01Cr_01Zr_005Y,1,6
Cu_01Cr_01Zr_005Y_pass1_7,DataECAP/Cu_01Cr_01Zr_005Y/pass1/disangles7.txt,Cu_01Cr_01Zr_005Y,1,7
Cu_01Cr_01Zr_005Y_pass4_1,DataECAP/Cu_01Cr_01Zr_005Y/pass4/disangles1.txt,Cu_01Cr_01Zr_005Y,4,1
Cu_01Cr_01Zr_005Y_pass4_2,DataECAP/Cu_01Cr_01Zr_005Y/pass4/disangles2.txt,Cu_01Cr_01Zr_005Y,4,2
Cu_01Cr_01Zr_005Y_pass4_3,DataECAP/Cu_01Cr_01Zr_005Y/pass4/disangles3.txt,Cu_01Cr_01Zr_005Y,4,3
Cu_01Cr_01Zr_005Y_pass4_4,DataECAP/Cu_01Cr_01Zr_005Y/pass4/disangles4.txt,Cu_01Cr_01Zr_005Y,4,4
Cu_01Cr_01Zr_005Y_pass4_5,DataECAP/Cu_01Cr_01Zr_005Y/pass4/disangles5.txt,Cu_01Cr_01Zr_005Y,4,5
Cu_01Cr_01Zr_005Y_pass4_6,DataECAP/Cu_01Cr_01Zr_005Y/pass4/disangles6.txt,Cu_01Cr_01Zr_005Y,4,6
Cu_01Cr_01Zr_005Y_pass4_7,DataECAP/Cu_01Cr_01Zr_005Y/pass4/disangles7.txt,Cu_01Cr_01Zr_005Y,4,7
Cu_01Cr_01Zr_005Y_pass4_8,DataECAP/Cu_01Cr_01Zr_005Y/pass4/disangles8.txt,Cu_01Cr_01Zr_005Y,4,8
Cu_01Cr_01Zr_005Y_pass4_9,DataECAP/Cu_01Cr_01Zr_005Y/pass4/disangles9.txt,Cu_01Cr_01Zr_005Y,4,9
Cu_01Cr_01Zr_005Y_pass4_10,DataECAP/Cu_01Cr_01Zr_005Y/pass4/disangles10.txt,Cu_01Cr_01Zr_005Y,4,10
Cu_01Cr_01Zr_005Y_pass4_11,DataECAP/Cu_01Cr_01Zr_005Y/pass4/disangles11.txt,Cu_01Cr_01Zr_005Y,4,11
Cu_01Cr_01Zr_005Y_pass4_12,DataECAP/Cu_01Cr_01Zr_005Y/pass4/disangles12.txt,Cu_01Cr_01Zr_005Y,4,12
Cu_01Cr_01Zr_005Y_pass4_13,DataECAP/Cu_01Cr_01Zr_005Y/pass4/disangles13.txt,Cu_01Cr_01Zr_005Y,4,13
Cu_01Cr_01Zr_005Y_pass4_14,DataECAP/Cu_01Cr_01Zr_005Y/pass4/disangles14.txt,Cu_01Cr_01Zr_005Y,4,14
Cu_01Cr_01Zr_005Y_pass4_15,DataECAP/Cu_01Cr_01Zr_005Y/pass4/disangles15.txt,Cu_01Cr_01Zr_005Y,4,15
Cu_01Cr_01Zr_005Y_pass4_16,DataECAP/Cu_01Cr_01Zr_005Y/pass4/disangles16.txt,Cu_01Cr_01Zr_005Y,4,16
Cu_01Cr_01Zr_005Y_pass4_17,DataECAP/Cu_01Cr_01Zr_005Y/pass4/disangles17.txt,Cu_01Cr_01Zr_005Y,4,17
Cu_01Cr_01Zr_005Y_pass4_18,DataECAP/Cu_01Cr_01Zr_005Y/pass4/disangles18.txt,Cu_01Cr_01Zr_005Y,4,18
Cu_01Cr_01Zr_005Y_pass4_19,DataECAP/Cu_01Cr_01Zr_005Y/pass4/disangles19.txt,Cu_01Cr_01Zr_005Y,4,19
Cu_01Cr_01Zr_005Y_pass4_20,DataECAP/Cu_01Cr_01Zr_005Y/pass4/disangles20.txt,Cu_01Cr_01Zr_005Y,4,20
Cu_01Cr_01Zr_005Y_pass8_1,DataECAP/Cu_01Cr_01Zr_005Y/pass8/disangles1.txt,Cu_01Cr_01Zr_005Y,8,1
Cu_01Cr_01Zr_005Y_pass8_2,DataECAP/Cu_01Cr_01Zr_005Y/pass8/disangles2.txt,Cu_01Cr_01Zr_005Y,8,2
Cu_01Cr_01Zr_005Y_pass8_3,DataECAP/Cu_01Cr_01Zr_005Y/pass8/disangles3.txt,Cu_01Cr_01Zr_005Y,8,3
Cu_01Cr_01Zr_005Y_pass8_4,DataECAP/Cu_01Cr_01Zr_005Y/pass8/disangles4.txt,Cu_01Cr_01Zr_005Y,8,4
Cu_01Cr_01Zr_005Y_pass8_5,DataECAP/Cu_01Cr_01Zr_005Y/pass8/disangles5.txt,Cu_01Cr_01Zr_005Y,8,5
Cu_01Cr_01Zr_005Y_pass8_6,DataECAP/Cu_01Cr_01Zr_005Y/pass8/disangles6.txt,Cu_01Cr_01Zr_005Y,8,6
Cu_01Cr_01Zr_005Y_pass8_7,DataECAP/Cu_01Cr_01Zr_005Y/pass8/disangles7.txt,Cu_01Cr_01Zr_005Y,8,7
Cu_01Cr_01Zr_005Y_pass8_8,DataECAP/Cu_01Cr_01Zr_005Y/pass8/disangles8.txt,Cu_01Cr_01Zr_005Y,8,8
Cu_01Cr_01Zr_005Y_pass8_9,DataECAP/Cu_01Cr_01Zr_005Y/pass8/disangles9.txt,Cu_01Cr_01Zr_005Y,8,9
Cu_01Cr_01Zr_005Y_pass8_10,DataECAP/Cu_01Cr_01Zr_005Y/pass8/disangles10.txt,Cu_01Cr_01Zr_005Y,8,10
Cu_01Cr_01Zr_005Y_pass8_11,DataECAP/Cu_01Cr_01Zr_005Y/pass8/disangles11.txt,Cu_01Cr_01Zr_005Y,8,11
